ID,online-retailer,title,Galileo,Beidou,fast charging,thermal camera,operating system,notification diode,auto focus,number of ratings,memory card slot,in-display fingerprint reader,removable battery,colour,number of front camera lenses,5G,reverse wireless charging,face unlock,configuration cards,resolution total,resolution height,3.5mm jack,processor manufacturer,SIM card type,wide angle lens,Bokeh effect,hybrid zoom,without fingerprint reader,brand,macro mode,rear cam resolution,width,optical zoom,NFC,display size,GPS,warranty,display refresh rate,weight,Bluetooth,connector,resolution width,A-GPS,GLONASS,cutout shape,maximum memory card size,body fingerprint reader,rating,Wi-Fi,4G/LTE,flash diode,infrared,depth,volume,number of rear camera lenses,price,degree of protection,number of cores,battery type,charging power,length,front cam resolution,night mode,RAM,processor model,processor frequency,battery capacity,wireless charging,telephoto,FM-radio,internal memory,system superstructure
247,DatArt,Mobilní telefon UMIDIGI Bison (84002480) žlutý,False,True,True,False,Android 10.0,False,True,45,True,False,False,Other colour,1,False,True,True,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,True,MediaTek,nano SIM,False,True,False,False,UMIDIGI,True,48.0,8.1,False,True,6.3,True,24,60,300.0,True,USB-C,2340,False,True,drop,256,True,4.0,True,True,True,False,1.4,185.97599999999994,4,3790,IP68,8,Li-Pol,18,16.4,24.0,True,6,MT6771,2.0,5000,False,False,True,128,pure Android
248,DatArt,Mobilní telefon Apple iPhone 14 256GB Purple (MPWA3YC/A),True,True,True,False,iOS 16,False,True,1,False,False,False,purple,1,True,False,True,Single SIM + eSIM,2962440,1170,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.2,False,True,6.1,True,24,60,200.0,True,Lightning,2532,False,True,rectangle,,False,5.0,True,True,True,False,0.8,84.67200000000001,2,21990,IP68,6,Li-Ion,20,14.7,12.0,True,,A15 Bionic,,,True,False,False,256,without superstructure
249,DatArt,Mobilní telefon HONOR Magic V2 5G 16 GB / 512 GB (5109AYGY) černý,True,False,True,False,Android 13.0,False,True,0,False,True,False,black,1,True,False,True,Dual SIM + eSIM,5053664,2156,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,50.0,7.4,True,True,7.92,True,24,120,200.0,True,USB-C,2344,True,True,bullet hole,,False,,True,True,True,False,1.0,116.18,3,48990,No protection,8,other,66,15.7,16.0,True,16,Snapdragon 8 Gen 2,3.19,5000,False,True,False,512,pure Android
250,DatArt,Mobilní telefon Xiaomi Redmi 12 4 GB / 128 GB (47949) černý,True,True,True,False,Android 13.0,False,True,28,True,False,False,black,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2656800,1080,True,MediaTek,nano SIM,False,False,False,False,Xiaomi,True,50.0,7.6,False,False,6.79,True,24,90,200.0,True,USB-C,2460,False,True,bullet hole,1,True,4.6,True,True,True,False,0.8,102.752,3,3690,IP53,8,Li-Pol,18,16.9,8.0,False,4,Helio G88,2.0,5000,False,False,True,128,MIUI
251,DatArt,Mobilní telefon Samsung Galaxy S24+ 5G 12 GB / 512 GB - Cobalt Violet (SM-S926BZVGEUE),True,True,True,False,Android 14.0,False,True,0,False,True,False,purple,1,True,True,False,"Dual SIM (2x SIM), or Single SIM + eSIM",4492800,1440,False,Samsung,nano SIM  + eSIM,True,False,False,False,Samsung,True,50.0,7.6,True,True,6.7,True,24,120,200.0,True,USB-C,3120,False,True,bullet hole,,False,,True,True,True,False,0.8,96.06400000000001,3,30990,IP68,10,Li-Ion,45,15.8,12.0,True,12,Exynos 2400,3.2,4900,True,True,False,512,Samsung One UI
252,DatArt,Mobilní telefon HONOR Magic V2 5G 16 GB / 512 GB (5109AYGW) fialový,True,False,True,False,Android 13.0,False,True,0,False,True,False,purple,1,True,False,True,Dual SIM + eSIM,5053664,2156,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,50.0,7.4,True,True,7.92,True,24,120,200.0,True,USB-C,2344,False,True,bullet hole,,False,,True,True,True,False,1.0,116.18,3,48990,No protection,8,other,66,15.7,16.0,True,16,Snapdragon 8 Gen 2,3.19,5000,False,True,False,512,pure Android
253,DatArt,Mobilní telefon Samsung Galaxy S24 Ultra 5G 12 GB / 256 GB - Titanium Violet (SM-S928BZVGEUE),True,True,True,False,Android 14.0,False,True,0,False,True,False,purple,1,True,True,False,"Dual SIM (2x SIM), or Single SIM + eSIM",4492800,1440,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,True,200.0,7.8,True,True,6.8,True,24,120,200.0,True,USB-C,3120,False,True,bullet hole,,False,,True,True,True,False,0.9,113.72399999999999,4,35490,IP68,8,Li-Ion,45,16.2,12.0,True,12,Snapdragon 8 Gen 3,3.39,5000,True,True,False,256,Samsung One UI
254,DatArt,Mobilní telefon Samsung Galaxy A34 5G 8 GB / 256 GB (SM-A346BZKEEUE) černý,True,True,True,False,Android 13.0,False,True,18,True,True,False,black,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,MediaTek,nano SIM,False,True,False,False,Samsung,True,48.0,7.8,False,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,drop,1,False,4.7,True,True,True,False,0.8,100.46400000000001,3,9990,IP67,8,other,25,16.1,13.0,True,8,Dimensity 1080,2.6,5000,False,False,False,256,Samsung One UI
255,DatArt,Mobilní telefon Xiaomi 13T 5G 12 GB / 256 GB (48563) černý,False,False,True,False,Android 13.0,False,True,0,False,True,False,black,1,True,False,False,"Dual SIM (2x SIM), or Single SIM + eSIM",3308640,1220,False,MediaTek,nano SIM  + eSIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,144,200.0,True,USB-C,2712,False,False,bullet hole,,False,,True,True,True,False,0.8,98.496,3,12990,IP68,8,Li-Pol,67,16.2,20.0,True,12,Dimensity 8200-Ultra,3.1,5000,False,True,False,256,MIUI
256,DatArt,Mobilní telefon Samsung Galaxy A34 5G 8 GB / 256 GB (SM-A346BZSEEUE) stříbrný,True,True,True,False,Android 13.0,False,True,6,True,True,False,silver,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,MediaTek,nano SIM,False,True,False,False,Samsung,True,48.0,7.8,False,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,drop,1,False,4.7,True,True,True,False,0.8,100.46400000000001,3,9990,IP67,8,other,25,16.1,13.0,True,8,Dimensity 1080,2.6,5000,False,False,False,256,Samsung One UI
257,DatArt,Mobilní telefon HONOR 90 5G 8 GB / 256 GB (5109ATQJ) zelený,True,True,False,False,Android 13.0,False,True,8,False,True,False,green,1,True,True,False,Dual SIM (2x SIM),3196800,1200,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,200.0,7.4,False,True,6.7,True,24,120,200.0,True,USB-C,2664,True,True,bullet hole,,False,4.8,True,True,True,False,0.8,95.90400000000001,3,9690,No protection,8,Li-Ion,66,16.2,50.0,False,8,Snapdragon 7 Gen 1,2.5,5000,False,False,False,256,Magic UI
258,DatArt,Mobilní telefon Samsung Galaxy A34 5G 8 GB / 256 GB (SM-A346BLVEEUE) fialový,True,True,True,False,Android 13.0,False,True,7,True,True,False,purple,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,MediaTek,nano SIM,False,True,False,False,Samsung,True,48.0,7.8,False,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,drop,1,False,4.9,True,True,True,False,0.8,100.46400000000001,3,9990,IP67,8,other,25,16.1,13.0,True,8,Dimensity 1080,2.6,5000,False,False,False,256,Samsung One UI
259,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro 5G 6 GB / 128 GB (44887) modrý,True,True,True,False,Android 12.0,False,True,6,False,False,False,blue,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,4.3,True,True,True,True,0.8,99.104,3,6990,IP53,8,Li-Pol,67,16.3,16.0,False,6,Dimensity 1080,2.6,5000,False,False,False,128,MIUI
260,DatArt,Mobilní telefon Samsung Galaxy A34 5G 8 GB / 256 GB (SM-A346BLGEEUE) zelený,True,True,True,False,Android 13.0,False,True,4,True,True,False,green,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,MediaTek,nano SIM,False,True,False,False,Samsung,True,48.0,7.8,False,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,drop,1,False,5.0,True,True,True,False,0.8,100.46400000000001,3,9990,IP67,8,other,25,16.1,13.0,True,8,Dimensity 1080,2.6,5000,False,False,False,256,Samsung One UI
261,DatArt,Mobilní telefon Samsung Galaxy S23 FE 5G 8 GB / 256 GB (SM-S711BZAGEUE) grafitový,True,True,True,False,Android 13.0,False,True,3,False,True,False,black,1,True,True,False,"Dual SIM (2x SIM), or Single SIM + eSIM",2527200,1080,False,Samsung,nano SIM  + eSIM,True,True,False,False,Samsung,True,50.0,7.7,True,True,6.4,True,24,120,200.0,True,USB-C,2340,False,True,bullet hole,,False,5.0,True,True,True,False,0.8,97.328,3,18319,IP68,8,Li-Pol,25,15.8,10.0,True,8,Exynos 2200,2.8,4500,True,True,False,256,Samsung One UI
262,DatArt,Mobilní telefon Xiaomi 13T Pro 5G 12 GB / 512 GB (48558) černý,False,False,True,False,Android 13.0,False,True,13,False,True,False,black,1,True,False,False,"Dual SIM (2x SIM), or Single SIM + eSIM",3308640,1220,False,MediaTek,nano SIM  + eSIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,144,200.0,True,USB-C,2712,False,False,bullet hole,,False,4.9,True,True,True,False,0.8,98.496,3,16990,IP68,8,Li-Pol,120,16.2,20.0,True,12,Dimensity 9200+,3.35,5000,False,True,False,512,MIUI
263,DatArt,Mobilní telefon Samsung Galaxy Z Flip4 5G 8 GB / 256 GB (SM-F721BZAHEUE) šedý,False,False,True,False,Android 12.0,False,False,1,False,False,False,grey,1,True,False,False,other,2851200,1080,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,True,12.0,7.2,False,True,6.7,False,24,120,200.0,False,USB-C,2640,False,False,bullet hole,,True,5.0,True,True,False,False,0.7,83.16,2,18990,IPX8,8,Li-Pol,25,16.5,10.0,False,8,Snapdragon 8+ Gen 1,3.2,3700,True,False,False,256,Samsung One UI
264,DatArt,Mobilní telefon Samsung Galaxy Z Flip4 5G 8 GB / 128 GB (SM-F721BLBGEUE) modrý,False,False,True,False,Android 12.0,False,False,0,False,False,False,blue,1,True,False,False,other,2851200,1080,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,True,12.0,7.2,False,True,6.7,False,24,120,200.0,False,USB-C,2640,False,False,bullet hole,,True,,True,True,False,False,0.7,83.16,2,17990,IPX8,8,Li-Pol,25,16.5,10.0,False,8,Snapdragon 8+ Gen 1,3.2,3700,True,False,False,128,Samsung One UI
265,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro+ 5G 8 GB / 256 GB (45526) černý,True,True,True,False,Android 12.0,False,True,51,False,False,False,black,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,200.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,4.6,True,True,True,True,0.9,111.492,3,8990,IP53,8,Li-Pol,120,16.3,16.0,False,8,Dimensity 1080,2.6,5000,False,False,False,256,MIUI
266,DatArt,Mobilní telefon Samsung Galaxy A23 5G 4 GB / 64 GB (SM-A236BZKUEUE) černý,True,True,True,False,Android 12.0,False,True,12,True,True,False,black,1,True,False,False,Dual SIM (2x SIM),2600640,1080,True,Qualcomm,nano SIM,False,True,False,False,Samsung,True,50.0,7.7,False,True,6.6,True,24,120,200.0,True,USB-C,2408,False,True,drop,1,False,4.6,True,True,True,False,0.8,101.64,4,5990,No protection,8,Li-Pol,25,16.5,8.0,True,4,Snapdragon 695,2.2,5000,False,False,False,64,Samsung One UI
267,DatArt,Mobilní telefon Samsung Galaxy S24 5G 8 GB / 128 GB - Marble Gray (SM-S921BZADEUE),True,True,True,False,Android 14.0,False,True,0,False,True,False,grey,1,True,True,False,"Dual SIM (2x SIM), or Single SIM + eSIM",2527200,1080,False,Samsung,nano SIM  + eSIM,True,False,False,False,Samsung,True,50.0,7.1,True,True,6.2,True,24,120,200.0,True,USB-C,2340,False,True,bullet hole,,False,,True,True,True,False,0.8,83.496,3,21990,IP68,10,Li-Ion,25,14.7,12.0,True,8,Exynos 2400,3.2,4000,True,True,False,128,Samsung One UI
268,DatArt,Mobilní telefon Doogee V30 Pro 5G 12 GB / 512 GB (DGE001987) černý,True,True,True,False,Android 13.0 Go,False,True,1,True,False,False,black,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,200.0,8.3,False,True,6.58,True,24,90,400.0,True,USB-C,2408,False,True,drop,2,True,2.0,True,True,True,False,1.8,267.426,3,12590,IP69K,8,Li-Pol,33,17.9,32.0,True,12,Dimensity 1080,2.6,10800,False,False,True,512,pure Android
269,DatArt,Mobilní telefon Xiaomi 13T Pro 5G 12 GB / 512 GB (48517) zelený,False,False,True,False,Android 13.0,False,True,4,False,True,False,green,1,True,False,False,"Dual SIM (2x SIM), or Single SIM + eSIM",3308640,1220,False,MediaTek,nano SIM  + eSIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,144,200.0,True,USB-C,2712,False,False,bullet hole,,False,4.8,True,True,True,False,0.8,98.496,3,16990,IP68,8,Li-Pol,120,16.2,20.0,True,12,Dimensity 9200+,3.35,5000,False,True,False,512,MIUI
270,DatArt,Mobilní telefon HONOR Magic5 Pro 5G (5109ARFE) zelený,True,True,False,False,Android 13.0,True,True,6,False,True,False,green,1,True,False,False,Dual SIM (2x SIM),,,False,Qualcomm,nano SIM,False,False,False,False,HONOR,False,50.0,7.7,True,True,6.81,True,24,120,200.0,True,USB-C,,True,True,rectangle,,False,5.0,True,True,True,False,0.9,112.95900000000002,3,19990,IP68,8,Li-Pol,,16.3,12.0,False,12,Snapdragon 8 Gen 2,,5100,False,False,False,512,Magic UI
271,DatArt,Mobilní telefon HONOR Magic5 Pro 5G (5109ARFC) černý,True,True,False,False,Android 13.0,True,True,0,False,True,False,black,1,True,False,False,Dual SIM (2x SIM),,,False,Qualcomm,nano SIM,False,False,False,False,HONOR,False,50.0,7.7,True,True,6.81,True,24,120,200.0,True,USB-C,,True,True,rectangle,,False,,True,True,True,False,0.9,112.95900000000002,3,19990,IP68,8,Li-Pol,,16.3,12.0,False,12,Snapdragon 8 Gen 2,,5100,False,False,False,512,Magic UI
272,DatArt,Mobilní telefon Samsung Galaxy A23 5G 4 GB / 64 GB (SM-A236BLBUEUE) modrý,True,True,True,False,Android 12.0,False,True,5,True,True,False,blue,1,True,False,False,Dual SIM (2x SIM),2600640,1080,True,Qualcomm,nano SIM,False,True,False,False,Samsung,True,50.0,7.7,False,True,6.6,True,24,120,200.0,True,USB-C,2408,False,True,drop,1,False,4.8,True,True,True,False,0.8,101.64,4,5990,No protection,8,Li-Pol,25,16.5,8.0,True,4,Snapdragon 695,2.2,5000,False,False,False,64,Samsung One UI
273,DatArt,Mobilní telefon Doogee V MAX 5G (DGE001914) černý/stříbrný,True,True,True,False,Android 12.0,False,True,1,True,False,False,Other colour,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,108.0,8.3,False,True,6.58,True,24,120,500.0,True,USB-C,2408,False,True,drop,2,True,5.0,True,True,True,False,2.7,401.139,3,12290,IP68,8,Li-Pol,33,17.9,32.0,True,12,Dimensity 1080,2.6,22000,False,False,True,256,pure Android
274,DatArt,Mobilní telefon Poco X6 Pro 5G 12 GB / 512 GB (51689) žlutý,True,True,True,False,Android 14.0,False,True,2,False,True,False,yellow,1,True,False,True,Dual SIM (2x SIM),3308640,1220,False,MediaTek,nano SIM,True,False,False,False,Poco,True,64.0,7.4,False,True,6.67,True,24,120,200.0,True,other,2712,False,True,bullet hole,,False,4.5,True,True,True,True,0.8,94.72000000000001,3,9999,IP54,8,Li-Pol,67,16.0,16.0,True,12,Dimensity 8300 Ultra,3.35,5000,False,False,False,512,HyperOS
275,DatArt,Mobilní telefon Doogee Smini 8 GB / 256 GB (DGE001976) černý,True,True,True,False,Android 13.0,False,True,1,True,False,False,black,1,False,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),561600,480,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,50.0,6.2,False,True,4.5,True,24,60,200.0,True,USB-C,1170,False,True,rectangle,2,True,5.0,True,True,True,False,1.4,115.444,2,6290,IP69K,8,Li-Pol,18,13.3,8.0,True,8,Helio G99,2.2,3000,False,False,True,256,pure Android
276,DatArt,Mobilní telefon HONOR X7a (5109AMLY) modrý,True,True,True,False,Android 12.0,False,False,22,True,False,False,blue,1,False,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),921600,1280,False,MediaTek,nano SIM,True,False,False,False,HONOR,True,50.0,7.7,False,True,6.74,True,24,90,200.0,True,USB-C,720,True,True,drop,1,True,5.0,True,True,True,False,0.8,103.48800000000001,4,3390,No protection,8,Li-Pol,,16.8,8.0,True,4,MT6765,2.3,5330,False,False,False,128,Magic UI
277,DatArt,Mobilní telefon Samsung Galaxy S23 Ultra 5G 12 GB / 1 TB (SM-S918BZGPEUE) zelený,True,True,True,False,Android 13.0,False,True,0,False,True,False,green,1,True,True,True,"Dual SIM (2x SIM), or Single SIM + eSIM",4446720,1440,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,False,200.0,7.8,True,True,6.8,True,24,120,200.0,True,USB-C,3088,False,True,bullet hole,,False,,True,True,True,False,0.9,114.426,4,29990,IP68,8,Li-Ion,45,16.3,12.0,True,12,Snapdragon 8 Gen 2,3.36,5000,True,True,False,1,Samsung One UI
278,DatArt,Mobilní telefon OnePlus Nord 3 5G 16 GB / 256 GB (5011103077) zelený,True,True,True,False,Android 13.0,False,True,2,False,True,False,green,1,True,False,True,Dual SIM (2x SIM),3437280,1240,False,MediaTek,nano SIM,True,False,False,False,OnePlus,True,50.0,7.5,False,True,6.74,True,24,120,200.0,True,USB-C,2772,False,True,bullet hole,,False,5.0,True,True,True,False,0.8,97.80000000000001,3,12289,IP54,8,Li-Pol,80,16.3,16.0,True,16,Dimensity 9000,3.05,5000,False,False,False,256,OxygenOS
279,DatArt,Mobilní telefon Samsung Galaxy A23 5G 4 GB / 64 GB (SM-A236BZWUEUE) bílý,True,True,True,False,Android 12.0,False,True,1,True,True,False,white,1,True,False,False,Dual SIM (2x SIM),2600640,1080,True,Qualcomm,nano SIM,False,True,False,False,Samsung,True,50.0,7.7,False,True,6.6,True,24,120,200.0,True,USB-C,2408,False,True,drop,1,False,5.0,True,True,True,False,0.8,101.64,4,5990,No protection,8,Li-Pol,25,16.5,8.0,True,4,Snapdragon 695,2.2,5000,False,False,False,64,Samsung One UI
280,DatArt,Mobilní telefon OnePlus Nord 3 5G 16 GB / 256 GB (5011103076) šedý,True,True,True,False,Android 13.0,False,True,3,False,True,False,grey,1,True,False,True,Dual SIM (2x SIM),3437280,1240,False,MediaTek,nano SIM,True,False,False,False,OnePlus,True,50.0,7.5,False,True,6.74,True,24,120,200.0,True,USB-C,2772,False,True,bullet hole,,False,5.0,True,True,True,False,0.8,97.80000000000001,3,12289,IP54,8,Li-Pol,80,16.3,16.0,True,16,Dimensity 9000,3.05,5000,False,False,False,256,OxygenOS
281,DatArt,Mobilní telefon Poco X6 Pro 5G 8 GB / 256 GB (51664) žlutý,True,True,True,False,Android 14.0,False,True,0,False,True,False,yellow,1,True,False,True,Dual SIM (2x SIM),3308640,1220,False,MediaTek,nano SIM,True,False,False,False,Poco,True,64.0,7.4,False,False,6.67,True,24,120,200.0,True,other,2712,False,True,bullet hole,,False,,False,True,True,True,0.8,94.72000000000001,3,8499,IP54,8,Li-Pol,67,16.0,16.0,True,8,Dimensity 8300 Ultra,3.35,5000,False,False,False,256,HyperOS
282,DatArt,Mobilní telefon Samsung Galaxy S23 Ultra 5G 12 GB / 1 TB (SM-S918BZKPEUE) černý,True,True,True,False,Android 13.0,False,True,0,False,True,False,black,1,True,True,True,"Dual SIM (2x SIM), or Single SIM + eSIM",4446720,1440,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,False,200.0,7.8,True,True,6.8,True,24,120,200.0,True,USB-C,3088,False,True,bullet hole,,False,,True,True,True,False,0.9,114.426,4,29990,IP68,8,Li-Ion,45,16.3,12.0,True,12,Snapdragon 8 Gen 2,3.36,5000,True,True,False,1,Samsung One UI
283,DatArt,Mobilní telefon HONOR Magic5 Lite 5G 8 GB / 256 GB (5109ARUJ) černý,True,True,True,False,Android 12.0,False,True,6,False,True,False,black,1,True,False,False,Dual SIM (2x SIM),2592000,1080,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,64.0,7.4,False,False,6.67,True,24,120,200.0,True,USB-C,2400,False,True,without cut-out,,False,4.8,True,True,True,False,0.8,95.90400000000001,3,5990,No protection,8,Li-Pol,40,16.2,16.0,False,8,Snapdragon 695,2.2,5100,False,False,False,256,Magic UI
284,DatArt,Mobilní telefon HONOR Magic5 Lite 5G 8 GB / 256 GB (5109ARUL) zelený,True,True,True,False,Android 12.0,False,True,14,False,True,False,green,1,True,False,False,Dual SIM (2x SIM),2592000,1080,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,64.0,7.4,False,False,6.67,True,24,120,200.0,True,USB-C,2400,False,True,without cut-out,,False,5.0,True,True,True,False,0.8,95.90400000000001,3,5990,No protection,8,Li-Pol,40,16.2,16.0,False,8,Snapdragon 695,2.2,5100,False,False,False,256,Magic UI
285,DatArt,Mobilní telefon Doogee S110 12 GB / 256 GB (DGE001938) černý/stříbrný,True,True,True,False,Android 13.0,False,True,0,True,False,False,silver,1,False,True,False,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,50.0,8.3,False,True,6.58,True,24,120,400.0,True,USB-C,2408,False,True,bullet hole,2,True,,True,True,True,False,1.8,267.426,3,8989,IP68,8,Li-Pol,66,17.9,32.0,True,12,Helio G99,2.2,10800,False,False,True,256,pure Android
286,DatArt,Mobilní telefon Asus ROG Phone 7 5G 16 GB / 512 GB (AI2205-16G512G-BK-EU) černý,True,True,True,False,Android 13.0,False,True,0,False,True,False,black,1,True,False,True,Dual SIM (2x SIM),2643840,1080,True,Qualcomm,nano SIM,True,False,False,False,Asus,True,50.0,7.7,False,True,6.78,True,24,165,200.0,True,USB-C,2448,False,True,bullet hole,,False,,True,True,True,False,1.0,133.21,3,29890,IP54,8,other,65,17.3,32.0,False,16,Snapdragon 8 Gen 2,3.2,6000,False,False,False,512,other
287,DatArt,Mobilní telefon Huawei nova 11 - Starry Black (MT-N11DSBOM),True,True,True,False,Android 12.0,False,True,1,False,False,False,black,1,False,False,True,Dual SIM (2x SIM),2614608,1084,False,Qualcomm,nano SIM,True,True,False,False,Huawei,True,50.0,7.5,False,True,6.7,True,24,120,200.0,True,USB-C,2412,True,True,bullet hole,,True,5.0,True,True,True,False,0.7,84.525,2,12790,No protection,8,Li-Pol,66,16.1,60.0,True,8,Snapdragon 778G,2.4,4400,False,False,False,256,EMUI
288,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro 5G 8 GB / 256 GB (44892) černý,True,True,True,False,Android 12.0,False,True,38,False,False,False,black,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,4.8,True,True,True,True,0.8,99.104,3,7490,IP53,8,Li-Pol,67,16.3,16.0,False,8,Dimensity 1080,2.6,5000,False,False,False,256,MIUI
289,DatArt,Mobilní telefon myPhone Hammer Blade 4 6 GB / 128 GB (TELMYAHBLADE4LBK) černý,False,False,True,False,Android 12.0,True,True,1,True,False,False,black,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,MediaTek,nano SIM,False,False,False,False,myPhone,False,48.0,8.4,False,True,6.5,True,24,60,300.0,True,USB-C,2400,True,True,bullet hole,512,True,4.0,True,True,False,False,1.3,187.824,3,6489,IP69,8,Li-Pol,18,17.2,24.0,False,6,Helio P90,2.2,6150,False,False,True,128,pure Android
290,DatArt,Mobilní telefon Samsung Galaxy S23 5G 8 GB / 128 GB (SM-S911BZKDEUE) černý,True,True,True,False,Android 13.0,False,True,13,False,True,False,black,1,True,True,True,"Dual SIM (2x SIM), or Single SIM + eSIM",2592000,1080,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,False,50.0,7.1,True,True,6.1,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,False,4.9,True,True,True,False,0.8,82.928,3,19429,IP68,8,Li-Ion,25,14.6,12.0,True,8,Snapdragon 8 Gen 2,3.36,3900,True,True,False,128,Samsung One UI
291,DatArt,Mobilní telefon Doogee S100 12 GB / 256 GB (DGE001915) černý,True,True,True,False,Android 12.0,False,True,4,True,False,False,black,1,False,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,108.0,8.3,False,True,6.58,True,24,120,400.0,True,USB-C,2408,False,True,drop,2,True,5.0,True,True,True,False,1.8,267.426,3,8289,IP68,8,Li-Pol,66,17.9,32.0,True,12,Helio G99,2.2,10800,True,False,True,256,pure Android
292,DatArt,Mobilní telefon Xiaomi Redmi Note 13 5G 8 GB / 256 GB (51357) bílý,True,True,True,False,Android 13.0,False,True,0,True,True,False,white,1,True,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,108.0,7.5,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,1,False,,True,True,True,True,0.8,96.60000000000001,3,6999,IP54,8,Li-Pol,33,16.1,16.0,True,8,Dimensity 6080,2.4,5000,False,False,False,256,MIUI
293,DatArt,Mobilní telefon Xiaomi Redmi 13C 8 GB / 256 GB (51631) zelený,True,True,True,False,Android 13.0,False,True,1,True,False,False,green,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),1152000,1600,True,MediaTek,nano SIM,False,False,False,False,Xiaomi,True,50.0,9.0,True,True,6.74,True,24,90,200.0,True,USB-C,720,False,True,drop,1,True,5.0,True,True,True,False,0.4,64.8,2,3599,No protection,8,Li-Pol,18,18.0,8.0,True,8,Helio G85,2.0,5000,False,False,True,256,MIUI
294,DatArt,Mobilní telefon HONOR Magic5 Lite 5G 8 GB / 256 GB (5109ARWX) stříbrný,True,True,True,False,Android 12.0,False,True,12,False,True,False,silver,1,True,False,False,Dual SIM (2x SIM),2592000,1080,False,Qualcomm,nano SIM,True,False,False,False,HONOR,True,64.0,7.4,False,False,6.67,True,24,120,200.0,True,USB-C,2400,False,True,without cut-out,,False,4.9,True,True,True,False,0.8,95.90400000000001,3,5990,No protection,8,Li-Pol,40,16.2,16.0,False,8,Snapdragon 695,2.2,5100,False,False,False,256,Magic UI
