ID,online-retailer,title,Galileo,Beidou,fast charging,thermal camera,operating system,notification diode,auto focus,number of ratings,memory card slot,in-display fingerprint reader,removable battery,colour,number of front camera lenses,5G,reverse wireless charging,face unlock,configuration cards,resolution total,resolution height,3.5mm jack,processor manufacturer,SIM card type,wide angle lens,Bokeh effect,hybrid zoom,without fingerprint reader,brand,macro mode,rear cam resolution,width,optical zoom,NFC,display size,GPS,warranty,display refresh rate,weight,Bluetooth,connector,resolution width,A-GPS,GLONASS,cutout shape,maximum memory card size,body fingerprint reader,rating,Wi-Fi,4G/LTE,flash diode,infrared,depth,volume,number of rear camera lenses,price,degree of protection,number of cores,battery type,charging power,length,front cam resolution,night mode,RAM,processor model,processor frequency,battery capacity,wireless charging,telephoto,FM-radio,internal memory,system superstructure
561,DatArt,Mobilní telefon Apple iPhone 14 Plus 128GB Yellow (MR693YC/A),True,True,True,False,iOS 16,False,True,0,False,False,False,yellow,1,True,False,True,Single SIM + eSIM,3566952,1284,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.8,False,True,6.7,True,24,60,200.0,True,Lightning,2778,False,True,rectangle,,False,,True,True,True,False,0.8,100.46400000000001,2,20990,IP68,6,Li-Ion,20,16.1,12.0,True,,A15 Bionic,,,True,False,False,128,without superstructure
562,DatArt,Mobilní telefon Poco M5s 4 GB / 128 GB (43220) šedý,True,False,True,False,Android 12.0,False,True,0,True,False,False,grey,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),2592000,1080,True,MediaTek,nano SIM,False,False,False,False,Poco,False,64.0,7.5,False,True,6.43,True,24,60,200.0,True,USB-C,2400,False,True,bullet hole,1,True,,True,True,False,True,0.8,96.0,4,4490,IP53,8,Li-Pol,33,16.0,13.0,False,4,Helio G95,2.05,5000,False,False,True,128,MIUI
563,DatArt,Mobilní telefon Caterpillar S75 5G (CS75-DAB-ROE-NN) černý,True,True,True,False,Android 12.0,True,True,2,True,False,False,black,1,True,False,False,Dual SIM (2x SIM),2600640,1080,False,MediaTek,nano SIM,False,True,False,False,Caterpillar,False,50.0,8.0,False,True,6.58,True,24,120,300.0,True,USB-C,2408,True,True,drop,512,True,5.0,True,True,True,False,1.2,164.16,3,9989,IP69K,8,Li-Pol,15,17.1,8.0,True,6,MT6855,2.0,5000,True,False,True,128,pure Android
564,DatArt,Mobilní telefon HONOR X7a (5109AMLW) černý,True,True,True,False,Android 12.0,False,False,3,True,False,False,black,1,False,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),921600,1280,False,MediaTek,nano SIM,True,False,False,False,HONOR,True,50.0,7.7,False,True,6.74,True,24,90,200.0,True,USB-C,720,True,True,drop,1,True,4.0,True,True,True,False,0.8,103.48800000000001,4,3390,No protection,8,Li-Pol,,16.8,8.0,True,4,MT6765,2.3,5330,False,False,False,128,Magic UI
565,DatArt,Mobilní telefon Doogee V31 GT 5G (DGE001960) černý/stříbrný,True,True,True,True,Android 13.0,False,True,0,True,True,False,silver,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,False,MediaTek,nano SIM,False,False,False,False,Doogee,False,50.0,8.3,False,True,6.58,True,24,120,400.0,True,USB-C,2408,True,True,drop,2,False,,True,True,True,False,1.8,267.426,3,14899,IP68,8,Li-Pol,66,17.9,32.0,True,12,Dimensity 1080,2.6,10800,False,False,True,256,pure Android
566,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro 5G 6 GB / 128 GB (44890) černý,True,True,True,False,Android 12.0,False,True,10,False,False,False,black,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,4.8,True,True,True,True,0.8,99.104,3,6990,IP53,8,Li-Pol,67,16.3,16.0,False,6,Dimensity 1080,2.6,5000,False,False,False,128,MIUI
567,DatArt,Mobilní telefon Apple iPhone SE (2022) 256GB (PRODUCT)RED (MMXP3CN/A),True,True,True,False,iOS 15,False,True,4,False,False,False,red,1,True,False,False,Single SIM + eSIM,1000500,750,False,Apple,nano SIM  + eSIM,True,False,False,False,Apple,False,12.0,6.7,False,True,4.7,True,24,,100.0,True,Lightning,1334,True,True,rectangle,,True,4.3,True,True,True,False,0.7,64.722,1,15990,IP67,6,Li-Ion,20,13.8,7.0,True,,A15 Bionic,,,True,False,False,256,without superstructure
568,DatArt,Mobilní telefon Asus Zenfone 10 5G 8 GB / 256 GB (AI2302-8G256G-BK-EU) černý,True,True,True,False,Android 13.0,False,True,1,False,False,False,black,1,True,True,True,Dual SIM (2x SIM),2592000,1080,True,Qualcomm,nano SIM,False,False,False,False,Asus,True,50.0,6.8,False,True,5.9,True,24,144,200.0,True,USB-C,2400,True,True,bullet hole,,True,5.0,True,True,True,False,0.9,89.964,2,20490,IP68,8,Li-Pol,30,14.7,32.0,True,8,Snapdragon 8 Gen 2,3.2,4300,True,False,False,256,Zen UI
569,DatArt,Mobilní telefon vivo X90 Pro 5G 12 GB / 256 GB (5663362) černý,True,True,True,False,Android 13.0,False,True,0,False,True,False,black,1,True,True,False,Dual SIM (2x SIM),3528000,1260,False,MediaTek,nano SIM,True,True,False,False,vivo,False,50.0,7.5,False,True,6.78,True,24,120,200.0,True,USB-C,2800,False,True,bullet hole,,False,,True,True,True,False,0.9,110.69999999999999,3,19990,IP68,8,other,120,16.4,32.0,True,12,Dimensity 9200 5G,3.05,4870,True,False,False,256,Funtouch OS
570,DatArt,Mobilní telefon UleFone Armor 15 + zabudovaná bezdrátová sluchátka (ULE000454) černý,True,True,False,False,Android 12.0,True,False,0,True,False,False,black,1,False,True,True,Dual SIM + Memory Card (2x SIM + Memory Card),1036800,1440,False,MediaTek,nano SIM,False,False,False,False,UleFone,True,13.0,8.0,False,True,5.45,True,24,60,300.0,True,USB-C,720,False,True,without cut-out,256,True,,True,True,True,False,1.8,244.8,2,6399,IP68,8,Li-Pol,18,17.0,16.0,True,6,Helio G35,2.3,6600,False,False,True,128,pure Android
571,DatArt,Mobilní telefon Asus Zenfone 10 5G 8 GB / 256 GB (AI2302-8G256G-BU-EU) modrý,True,True,True,False,Android 13.0,False,True,0,False,False,False,blue,1,True,True,True,Dual SIM (2x SIM),2592000,1080,True,Qualcomm,nano SIM,False,False,False,False,Asus,True,50.0,6.8,False,True,5.9,True,24,144,200.0,True,USB-C,2400,True,True,bullet hole,,True,,True,True,True,False,0.9,89.964,2,20490,IP68,8,Li-Pol,30,14.7,32.0,True,8,Snapdragon 8 Gen 2,3.2,4300,True,False,False,256,Zen UI
572,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro 5G 8 GB / 256 GB (44895) modrý,True,True,True,False,Android 12.0,False,True,7,False,False,False,blue,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,5.0,True,True,True,True,0.8,99.104,3,7490,IP53,8,Li-Pol,67,16.3,16.0,False,8,Dimensity 1080,2.6,5000,False,False,False,256,MIUI
573,DatArt,Mobilní telefon Samsung Galaxy S23+ 5G 8 GB / 256 GB (SM-S916BZEDEUE) krémový,True,True,True,False,Android 13.0,False,True,2,False,True,False,cream,1,True,True,True,"Dual SIM (2x SIM), or Single SIM + eSIM",2527200,1080,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,False,50.0,7.6,True,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,bullet hole,,False,5.0,True,True,True,False,0.8,96.06400000000001,3,20990,IP68,8,Li-Ion,45,15.8,12.0,True,8,Snapdragon 8 Gen 2,3.36,4700,True,True,False,256,Samsung One UI
574,DatArt,Mobilní telefon Samsung Galaxy S23 5G 8 GB / 128 GB (SM-S911BZEDEUE) krémový,True,True,True,False,Android 13.0,False,True,4,False,True,False,cream,1,True,True,True,"Dual SIM (2x SIM), or Single SIM + eSIM",2592000,1080,False,Qualcomm,nano SIM  + eSIM,True,False,False,False,Samsung,False,50.0,7.1,True,True,6.1,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,False,4.8,True,True,True,False,0.8,82.928,3,19429,IP68,8,Li-Ion,25,14.6,12.0,True,8,Snapdragon 8 Gen 2,3.36,3900,True,True,False,128,Samsung One UI
575,DatArt,Mobilní telefon Aligator S6550 Senior (AS6550SENBE) modrý,True,False,False,False,Android 12.0,False,True,2,True,False,True,blue,1,False,False,True,Dual SIM (2x SIM),1080000,720,True,Unisoc,nano SIM,False,False,False,False,Aligator,False,13.0,7.7,False,False,6.3,True,24,60,200.0,True,USB-C,1500,False,True,drop,512,True,4.5,True,True,True,False,1.0,123.2,1,2649,No protection,8,other,,16.0,5.0,False,3,SC9863A,1.66,3900,False,False,True,128,pure Android
576,DatArt,Mobilní telefon Caterpillar S42 H+ (CS42H-DAB-RON-NN) černý,True,False,True,False,Android 10.0,False,True,48,True,False,False,black,1,False,False,False,Dual SIM + Memory Card (2x SIM + Memory Card),1036800,1440,True,MediaTek,nano SIM,False,False,False,True,Caterpillar,False,13.0,7.7,False,True,5.5,True,24,60,200.0,True,micro USB,720,True,True,without cut-out,256,False,4.6,True,True,True,False,1.3,161.161,1,4389,IP69,8,other,,16.1,5.0,False,3,Helio A20,1.8,4200,False,False,True,32,pure Android
577,DatArt,Mobilní telefon myPhone HALO EASY (TELMY10EASYRE) červený,False,False,False,False,Custom operating system,False,False,21,True,False,True,red,0,False,False,False,Single SIM + memory card,20480,128,True,other,mini SIM Standard,False,False,False,False,myPhone,False,3.0,5.2,False,False,1.77,False,24,,100.0,False,micro USB,160,False,False,other,,False,4.2,False,False,False,False,1.4,82.264,1,689,No protection,0,Li-Ion,,11.3,,False,,other,,1000,False,False,False,,other
578,DatArt,Mobilní telefon Xiaomi Redmi Note 12 Pro+ 5G 8 GB / 256 GB (45572) modrý,True,True,True,False,Android 12.0,False,True,26,False,False,False,blue,1,True,False,True,Dual SIM (2x SIM),2592000,1080,True,MediaTek,nano SIM,True,False,False,False,Xiaomi,True,200.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,4.8,True,True,True,True,0.9,111.492,3,8990,IP53,8,Li-Pol,120,16.3,16.0,False,8,Dimensity 1080,2.6,5000,False,False,False,256,MIUI
579,DatArt,Mobilní telefon Xiaomi Redmi Note 12 8 GB / 256 GB (49966) zlatý,False,False,True,False,Android 12.0,False,True,23,True,False,False,gold,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,Qualcomm,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,1,True,5.0,True,True,True,True,0.8,100.92800000000001,3,4690,IP53,8,Li-Pol,33,16.6,13.0,False,8,Snapdragon 685,2.0,5000,False,False,False,256,MIUI
580,DatArt,Mobilní telefon Xiaomi Redmi Note 12 8 GB / 256 GB (49154) modrý,False,False,True,False,Android 12.0,False,True,34,True,False,False,blue,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,Qualcomm,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,1,True,5.0,True,True,True,True,0.8,100.92800000000001,3,4690,IP53,8,Li-Pol,33,16.6,13.0,False,8,Snapdragon 685,2.0,5000,False,False,False,256,MIUI
581,DatArt,Mobilní telefon Xiaomi Redmi 12C 4 GB / 128 GB (45636) šedý,True,False,True,False,Android 12.0,False,False,12,True,False,False,grey,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),1188000,720,True,MediaTek,nano SIM,False,False,False,False,Xiaomi,False,50.0,7.6,False,True,6.71,True,24,60,200.0,True,micro USB,1650,False,True,bullet hole,1,True,4.0,True,True,True,True,0.8,102.752,1,2790,No protection,8,Li-Pol,10,16.9,5.0,True,4,Helio G85,2.0,5000,False,False,True,128,MIUI
582,DatArt,Mobilní telefon realme C55 8 GB / 256 GB - Rainy Night (RMX3710RN256),True,True,True,False,Android 13.0,False,False,7,True,False,False,black,1,False,False,False,Dual SIM + Memory Card (2x SIM + Memory Card),2592000,1080,True,MediaTek,nano SIM,False,True,False,False,realme,False,64.0,7.6,False,True,6.72,True,24,90,200.0,True,USB-C,2400,True,True,bullet hole,1,True,4.6,True,True,True,False,0.8,100.92800000000001,2,4199,No protection,8,Li-Pol,33,16.6,8.0,True,8,Helio G88,2.0,5000,False,False,False,256,realme UI
583,DatArt,Mobilní telefon HONOR X8b (5109AYCA) zelený,True,True,True,False,Android 13.0,False,True,0,False,False,False,green,1,False,False,False,Dual SIM (2x SIM),2604960,1080,False,Qualcomm,nano SIM,False,False,False,False,HONOR,False,108.0,7.5,False,True,6.7,True,24,90,200.0,True,USB-C,2412,True,True,rectangle,,True,,True,True,True,False,0.7,84.525,3,4990,No protection,8,Li-Pol,35,16.1,50.0,False,8,Snapdragon 680,2.4,4500,False,False,True,256,Magic UI
584,DatArt,Mobilní telefon Samsung Galaxy S22 5G 8 GB / 128 GB (SM-S901BIDDEUE) růžový,True,False,True,False,Android 12.0,False,True,8,False,True,False,pink,1,True,True,True,Dual SIM + eSIM,2592000,1080,False,Samsung,nano SIM  + eSIM,True,True,False,False,Samsung,False,50.0,7.1,True,True,6.1,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,False,4.8,True,True,True,False,0.8,82.928,3,14990,IP68,8,other,25,14.6,10.0,True,8,Exynos 2200,2.8,3700,True,True,False,128,Samsung One UI
585,DatArt,Mobilní telefon TCL 40 NXTPAPER 8 GB / 256 GB + obal a dotykové pero (T612B-2BLCA112_1) bílý,True,False,True,False,Android 13.0,False,True,0,True,False,False,white,1,False,False,True,Dual SIM (2x SIM),2656800,1080,True,MediaTek,nano SIM,True,True,False,False,TCL,True,50.0,7.5,False,True,6.78,True,24,90,200.0,True,USB-C,2460,True,True,bullet hole,2,True,,True,True,True,False,0.8,100.80000000000001,3,4990,No protection,8,other,33,16.8,32.0,True,8,Helio G88,2.0,5010,False,False,False,256,pure Android
586,DatArt,Mobilní telefon HONOR X7b (5109AXWC) černý,True,True,True,False,Android 13.0,False,True,0,True,False,False,black,1,False,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2604960,1080,True,Qualcomm,nano SIM,False,False,False,False,HONOR,False,108.0,7.7,False,False,6.8,True,24,90,200.0,True,USB-C,2412,True,True,bullet hole,,True,,True,True,True,False,0.8,102.872,3,4490,No protection,8,Li-Pol,35,16.7,8.0,False,6,Snapdragon 680,2.4,6000,False,False,False,128,Magic UI
587,DatArt,Mobilní telefon OnePlus Nord CE 3 Lite 5G 8 GB / 128 GB - Chromatic Gray (5011102564),True,False,True,False,Android 13.0,False,True,1,True,False,False,grey,1,True,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,Qualcomm,nano SIM,False,False,False,False,OnePlus,True,108.0,7.6,False,True,6.72,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,,True,5.0,True,True,True,False,0.8,100.92800000000001,3,5790,No protection,8,Li-Pol,67,16.6,16.0,True,8,Snapdragon 695,2.2,5000,False,False,False,128,OxygenOS
588,DatArt,Mobilní telefon Xiaomi Redmi Note 12 8 GB / 256 GB (6941812740095) modrý,False,False,True,False,Android 12.0,False,True,0,True,False,False,blue,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,Qualcomm,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,1,True,,True,True,True,True,0.8,100.92800000000001,3,5399,IP53,8,Li-Pol,33,16.6,13.0,False,8,Snapdragon 685,2.0,5000,False,False,False,256,MIUI
589,DatArt,Mobilní telefon Oukitel WP28 8 GB / 256 GB (84008158) černý/oranžový,True,True,True,False,Android 13.0,False,True,0,True,False,False,Other colour,1,False,True,True,Hybrid slot (2x SIM or 1x SIM + memory card),,,False,Unisoc,nano SIM,False,False,False,False,Oukitel,True,48.0,8.2,False,True,6.52,True,24,60,400.0,True,USB-C,,False,True,drop,1,True,,True,True,False,False,1.7,242.55599999999995,2,4799,IP69,8,Li-Pol,18,17.4,5.0,False,8,UMS9230,1.66,10600,False,False,True,256,pure Android
590,DatArt,Mobilní telefon Samsung Galaxy A54 5G 8 GB / 256 GB (SM-A546BZKDEUE) černý,True,True,True,False,Android 13.0,False,True,59,True,True,False,black,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,Samsung,nano SIM + eSIM,False,True,False,False,Samsung,True,50.0,7.7,False,True,6.4,True,24,120,200.0,True,USB-C,2340,False,True,bullet hole,1,False,4.8,True,True,True,False,0.8,97.328,3,10990,IP67,8,other,25,15.8,32.0,True,8,Exynos 1380,2.4,5000,False,False,False,256,Samsung One UI
591,DatArt,Mobilní telefon TCL 40 NXTPAPER 8 GB / 256 GB + obal a dotykové pero (T612B-2ALCA112_1) modrý,True,False,True,False,Android 13.0,False,True,0,True,False,False,blue,1,False,False,True,Dual SIM (2x SIM),2656800,1080,True,MediaTek,nano SIM,True,True,False,False,TCL,True,50.0,7.5,False,True,6.78,True,24,90,200.0,True,USB-C,2460,True,True,bullet hole,2,True,,True,True,True,False,0.8,100.80000000000001,3,4990,No protection,8,other,33,16.8,32.0,True,8,Helio G88,2.0,5010,False,False,False,256,pure Android
592,DatArt,Mobilní telefon Xiaomi Redmi Note 12 8 GB / 256 GB (49144) šedý,False,False,True,False,Android 12.0,False,True,19,True,False,False,grey,1,False,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2592000,1080,True,Qualcomm,nano SIM,True,False,False,False,Xiaomi,True,50.0,7.6,False,True,6.67,True,24,120,200.0,True,USB-C,2400,False,True,bullet hole,1,True,4.7,True,True,True,True,0.8,100.92800000000001,3,4690,IP53,8,Li-Pol,33,16.6,13.0,False,8,Snapdragon 685,2.0,5000,False,False,False,256,MIUI
593,DatArt,Mobilní telefon Motorola Edge 40 Neo 12 GB / 256 GB - Black Beauty (PAYH0004PL),True,False,True,False,Android 13.0,False,True,5,False,True,False,black,1,False,False,True,Single SIM + eSIM,2397600,2220,False,MediaTek,nano SIM  + eSIM,True,False,False,False,Motorola,True,50.0,7.2,False,True,6.5,True,24,144,200.0,True,USB-C,1080,True,True,bullet hole,,False,4.6,True,True,True,False,0.8,92.16000000000001,2,10989,IP68,8,other,68,16.0,32.0,True,12,Dimensity 7030,2.5,5000,False,False,False,256,pure Android
594,DatArt,Mobilní telefon Xiaomi Redmi 9A 2022 2 GB / 32 GB - Aurora Green (36546),False,True,False,False,Android,False,True,45,True,False,False,green,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),1152000,1600,True,MediaTek,nano SIM,False,False,False,False,Xiaomi,False,13.0,7.7,False,False,6.53,True,24,60,200.0,True,micro USB,720,True,True,drop,512,False,4.5,True,True,True,False,0.9,114.34500000000001,1,1999,No protection,8,other,10,16.5,5.0,False,2,Helio G25,2.0,5000,False,False,True,32,MIUI
595,DatArt,Mobilní telefon Samsung Galaxy A34 5G 6 GB / 128 GB (SM-A346BLVAEUE) fialový,True,True,True,False,Android 13.0,False,True,13,True,True,False,purple,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,MediaTek,nano SIM,False,True,False,False,Samsung,True,48.0,7.8,False,True,6.6,True,24,120,200.0,True,USB-C,2340,False,True,drop,1,False,4.8,True,True,True,False,0.8,100.46400000000001,3,7990,IP67,8,other,25,16.1,13.0,True,6,Dimensity 1080,2.6,5000,False,False,False,128,Samsung One UI
596,DatArt,Mobilní telefon myPhone Hammer Construction (TELMYAHCONSTLSI) stříbrný,False,False,True,False,Android 12.0,True,True,0,True,False,False,silver,1,False,False,False,Hybrid slot + eSIM,2332800,1080,True,MediaTek,nano SIM  + eSIM,False,False,False,False,myPhone,False,16.0,8.3,False,True,6.0,True,24,,300.0,True,USB-C,2160,True,True,without cut-out,1,True,,True,True,False,False,1.5,210.405,3,6989,IP69,8,Li-Pol,18,16.9,8.0,False,6,Helio G85,2.0,6000,True,False,True,128,pure Android
597,DatArt,Mobilní telefon Samsung Galaxy A54 5G 8 GB / 256 GB (SM-A546BLVDEUE) fialový,True,True,True,False,Android 13.0,False,True,16,True,True,False,purple,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2527200,1080,False,Samsung,nano SIM + eSIM,False,True,False,False,Samsung,True,50.0,7.7,False,True,6.4,True,24,120,200.0,True,USB-C,2340,False,True,bullet hole,1,False,4.8,True,True,True,False,0.8,97.328,3,10990,IP67,8,other,25,15.8,32.0,True,8,Exynos 1380,2.4,5000,False,False,False,256,Samsung One UI
598,DatArt,Mobilní telefon Sony Xperia 10 V 5G 6 GB / 128 GB (XQDC54C0W.EUK) bílý,True,True,True,False,Android 13.0,False,True,2,True,False,False,white,1,True,False,False,"Dual SIM (2x SIM), or Single SIM + eSIM",2721600,1080,True,Qualcomm,nano SIM,True,True,True,False,Sony,False,48.0,6.8,False,True,6.1,True,24,60,200.0,True,USB-C,2520,True,True,without cut-out,1,True,4.5,True,True,True,False,0.8,84.32000000000001,3,9979,IPX8,8,Li-Pol,,15.5,8.0,True,6,Snapdragon 695,2.2,5000,False,False,False,128,pure Android
599,DatArt,Mobilní telefon Apple iPhone 14 256GB Blue (MPWP3YC/A),True,True,True,False,iOS 16,False,True,3,False,False,False,blue,1,True,False,True,Single SIM + eSIM,2962440,1170,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.2,False,True,6.1,True,24,60,200.0,True,Lightning,2532,False,True,rectangle,,False,4.3,True,True,True,False,0.8,84.67200000000001,2,21990,IP68,6,Li-Ion,20,14.7,12.0,True,,A15 Bionic,,,True,False,False,256,without superstructure
600,DatArt,Mobilní telefon Apple iPhone 14 256GB (PRODUCT)RED (MPWH3YC/A),True,True,True,False,iOS 16,False,True,1,False,False,False,red,1,True,False,True,Single SIM + eSIM,2962440,1170,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.2,False,True,6.1,True,24,60,200.0,True,Lightning,2532,False,True,rectangle,,False,4.0,True,True,True,False,0.8,84.67200000000001,2,21990,IP68,6,Li-Ion,20,14.7,12.0,True,,A15 Bionic,,,True,False,False,256,without superstructure
601,DatArt,Mobilní telefon Xiaomi Redmi 12C 3 GB / 32 GB (45708) modrý,True,False,True,False,Android 12.0,False,False,1,True,False,False,blue,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),1188000,720,True,MediaTek,nano SIM,False,False,False,False,Xiaomi,False,50.0,7.6,False,True,6.71,True,24,60,200.0,True,micro USB,1650,False,True,bullet hole,1,True,4.0,True,True,True,True,0.8,102.752,1,2290,No protection,8,Li-Pol,10,16.9,5.0,True,3,Helio G85,2.0,5000,False,False,True,32,MIUI
602,DatArt,Mobilní telefon Poco C65 6 GB / 128 GB (51286) modrý,True,False,True,False,Android 13.0,False,True,8,True,False,False,blue,1,False,False,True,Dual SIM + Memory Card (2x SIM + Memory Card),1152000,1600,True,MediaTek,nano SIM,False,False,False,False,Poco,True,50.0,7.8,False,True,6.74,True,24,90,200.0,True,USB-C,720,False,True,drop,1,True,4.9,True,True,True,False,0.8,104.83200000000001,2,2890,No protection,8,Li-Pol,18,16.8,8.0,False,6,Helio G85,2.0,5000,False,False,False,128,MIUI
603,DatArt,Mobilní telefon vivo V21 5G 8 GB / 128 GB - Sunset Dazzle (5658170),False,False,True,False,Android 11.0,False,True,138,True,True,False,Other colour,1,True,False,False,Hybrid slot (2x SIM or 1x SIM + memory card),2596320,1080,True,MediaTek,nano SIM,True,True,False,False,vivo,True,64.0,7.4,False,False,6.44,True,24,90,200.0,True,USB-C,2404,False,False,drop,1,False,4.6,True,True,True,False,0.7,82.88,3,4490,IP52,8,Li-Pol,33,16.0,44.0,True,8,Dimensity 800U,2.4,4000,False,False,False,128,Funtouch OS
604,DatArt,Mobilní telefon Oukitel WP18 Pro (84008139) černý,True,True,True,False,Android 12.0,False,True,0,True,False,False,black,1,False,True,True,Hybrid slot (2x SIM or 1x SIM + memory card),1036800,1440,False,MediaTek,nano SIM,False,False,False,False,Oukitel,True,13.0,7.4,False,True,5.93,True,24,60,400.0,True,USB-C,720,False,True,drop,1,True,,True,True,True,False,2.1,237.76200000000003,2,3699,IP69K,8,Li-Pol,18,15.3,5.0,False,4,MT6762,2.0,12500,False,False,True,64,pure Android
605,DatArt,Mobilní telefon Apple iPhone 14 256GB Yellow (MR3Y3YC/A),True,True,True,False,iOS 16,False,True,0,False,False,False,yellow,1,True,False,True,Single SIM + eSIM,2962440,1170,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.2,False,True,6.1,True,24,60,200.0,True,Lightning,2532,False,True,rectangle,,False,,True,True,True,False,0.8,84.67200000000001,2,21990,IP68,6,Li-Ion,20,14.7,12.0,True,,A15 Bionic,,,True,False,False,256,without superstructure
606,DatArt,Mobilní telefon Aligator Hotwav Cyber 13 Pro 12 GB / 256 GB (AHW13PBK) černý,True,True,True,False,Android 13.0,False,True,0,True,False,False,black,1,False,True,True,Hybrid slot (2x SIM or 1x SIM + memory card),2600640,1080,True,Unisoc,nano SIM,False,False,False,False,Aligator,True,64.0,,False,True,6.3,True,24,60,,True,USB-C,2408,False,True,drop,1,True,,True,True,True,False,,,3,4999,IP68,8,other,20,,16.0,False,12,T619,2.2,10800,False,False,True,256,pure Android
607,DatArt,Mobilní telefon Apple iPhone 14 512GB (PRODUCT)RED (MPXG3YC/A),True,True,True,False,iOS 16,False,True,0,False,False,False,red,1,True,False,True,Single SIM + eSIM,2962440,1170,False,Apple,nano SIM  + eSIM,True,True,False,False,Apple,False,12.0,7.2,False,True,6.1,True,24,60,200.0,True,Lightning,2532,False,True,rectangle,,False,,True,True,True,False,0.8,84.67200000000001,2,24990,IP68,6,Li-Ion,20,14.7,12.0,True,,A15 Bionic,,,True,False,False,512,without superstructure
608,DatArt,Mobilní telefon TCL 405 2 GB / 32 GB - Dark Gray (T506D-3ALCE112),True,True,False,False,Android 12.0 Go,False,True,0,True,False,False,grey,1,False,False,True,Dual SIM (2x SIM),1152000,1600,True,MediaTek,nano SIM,False,False,False,False,TCL,False,13.0,7.5,False,False,6.6,True,24,60,200.0,True,USB-C,720,True,True,drop,512,False,,True,True,True,False,0.9,111.375,2,1499,No protection,8,other,,16.5,5.0,False,2,Helio G25,2.0,5000,False,False,False,32,pure Android
609,DatArt,Mobilní telefon eStar X35 (GSMES1214) stříbrný,False,False,False,False,Without operating system,False,False,0,True,False,True,black,0,False,False,False,Dual SIM + Memory Card (2x SIM + Memory Card),153600,320,True,other,mini SIM Standard,False,False,False,False,eStar,False,3.0,6.3,False,False,3.5,False,24,,100.0,True,micro USB,480,False,False,other,32,False,,False,False,False,False,1.1,106.02900000000001,1,1290,No protection,0,Li-Ion,,15.3,,False,,other,,1750,False,False,True,64,other
610,DatArt,Mobilní telefon Motorola Moto G84 5G 12 GB /  256 GB - Viva Magenta (Vegan Leather) (PAYM0009PL),True,False,True,False,Android 13.0,False,True,12,True,True,False,pink,1,True,False,True,Hybrid slot (2x SIM or 1x SIM + memory card),2397600,2220,True,Qualcomm,nano SIM,True,False,False,False,Motorola,True,50.0,7.4,False,True,6.55,True,24,120,200.0,True,USB-C,1080,True,True,bullet hole,1,False,4.8,True,True,True,False,0.8,94.72000000000001,2,6489,IP54,8,other,30,16.0,16.0,True,12,Snapdragon 695,2.2,5000,False,False,True,256,pure Android
